#
# AVO Filter File
#
# $Id: filters.txt,v 1.1 2005-09-03 19:18:35 dcervelli Exp $

Alaska:172,-129.9,51,72
Volcanic Arc:172,-151,51,62
Adagdak:-176.955912,-176.228088,51.76331042,52.2126809
Akutan:-166.3684583,-165.6035417,53.90939256,54.35859895
Amak:-163.543825,-162.754175,55.19944101,55.64855064
Amukta:-171.6201246,-170.8838754,52.27533017,52.72466119
Aniakchak:-158.5800421,-157.7599579,56.6554947,57.10449712
Atka:-174.5211342,-173.7868658,52.15632559,52.60566576
Augustine:-153.8695916,-152.9904084,59.13858348,59.58740869
Behm Canal-Rudyerd Bay:-131.4437909,-130.6562091,55.09543713,55.54455451
Black Peak:-159.1914892,-158.3785108,56.3274827,56.77650908
Bobrof:-177.8012813,-177.0747187,51.6853074,52.13468392
Bogoslof:-168.4105908,-167.6494092,53.70538483,54.15460666
Buldir:-176.2778773,-175.5441227,52.12532439,52.57466696
Buzzard Creek:-148.9321771,-147.9078229,63.84574,64.29425298
Carlisle:-170.4254539,-169.6825461,52.66934531,53.11864609
Chagulak:-171.4987692,-170.7612308,52.35233313,52.80165823
Chiginagak:-157.4028569,-156.5771431,56.91050399,57.35948787
Churchill:-142.217624,-141.282376,61.1556526,61.60433989
Cleveland:-170.3148652,-169.5731348,52.60034266,53.04964873
Dana:-161.6110046,-160.8169954,55.41644908,55.86554259
Davidof:-178.6937662,-177.9662338,51.74530972,52.1946816
Denison:-154.8767603,-154.0212397,58.19355014,58.64244189
Douglas:-153.9751365,-153.1088635,58.63056563,59.07942647
Duncan Canal:-133.5059329,-132.6940671,56.2754808,56.72451098
Dutton:-162.6642916,-161.8797084,54.94343145,55.39256017
Edgecumbe:-136.1619134,-135.3380866,56.8255009,57.27449095
Emmons Lake:-162.4729992,-161.6850008,55.11643791,55.56555373
Fisher:-164.8172871,-164.0427129,54.42541203,54.87457953
Fourpeaked:-154.1040783,-153.2399217,58.54556262,58.99442946
Frosty:-163.2054495,-162.4225505,54.85742824,55.30656337
Gareloi:-179.1563165,-178.4316835,51.56530275,52.01468855
Gordon:-143.5591409,-142.6008591,61.90567755,62.35431507
Great Sitkin:-176.4946271,-175.7653729,51.85131382,52.30067751
Griggs:-155.5189863,-154.6650137,58.12954786,58.57844416
Hayes:-152.882544,-151.939456,61.4156613,61.86433124
Herbert:-170.4811603,-169.7408397,52.51733947,52.96665191
Iliamna:-153.5384473,-152.6415527,59.80760672,60.25638555
Imuruk Lake:-164.4621021,-163.3778979,65.375787,65.82420629
Ingakslugwat Hills:-164.938372,-164.001628,61.20565428,61.65433822
Isanotski:-164.1113843,-163.3346157,54.54041635,54.98957522
Kagamil:-170.0921394,-169.3478606,52.74934838,53.19864303
Kaguyak:-154.4580782,-153.5979218,58.38355689,58.83243517
Kanaga:-177.5313862,-176.8046138,51.6983079,52.14768341
Kasatochi:-175.8734524,-175.1425476,51.95231772,52.40167362
Katmai:-155.3890954,-154.5369046,58.05554522,58.50444679
Kialagvik:-157.1586155,-156.3313845,56.97850646,57.42748541
Kiska:-177.9668473,-177.2371527,51.87831486,52.32767647
Koniuji:-175.4958052,-174.7641948,51.99531938,52.44467196
Kookooligit Mountains:-170.9337078,-169.9262922,63.37572516,63.82426774
Kukak:-154.7831851,-153.9268149,58.22855138,58.67744065
Kupreanof:-160.1977906,-159.3962094,55.78646279,56.23552893
Little Sitkin:-178.9066044,-178.1793956,51.72530895,52.17468237
Mageik:-155.6780776,-154.8279224,57.97054219,58.41944981
Makushin:-167.3032364,-166.5427636,53.66638335,54.11560814
Martin:-155.7858032,-154.9361968,57.94754136,58.39645063
Moffett:-177.1105559,-176.3834441,51.71930871,52.1686826
Novarupta:-155.5829754,-154.7310246,58.04554486,58.49444715
Nunivak Island:-166.7782848,-165.8817152,59.79560631,60.24438596
Okmok:-168.5061101,-167.7538899,53.20536581,53.65462563
Pavlof:-162.2817851,-161.4922149,55.19544086,55.64455079
Pavlof Sister:-162.2381146,-161.4478854,55.22844209,55.67754956
Recheschnoi:-168.9127199,-168.1652801,52.93235538,53.38163604
Redoubt:-153.1966855,-152.2873145,60.26062229,60.70937006
Roundtop:-163.9777198,-163.2002802,54.57541767,55.02457391
Sanford:-144.6105668,-143.6494332,61.99568051,62.44431212
Seguam:-172.8765879,-172.1434121,52.09032304,52.5396683
Segula:-178.5001311,-177.7718689,51.79031146,52.23967986
Semisopochnoi:-179.9434428,-179.2165572,51.70530817,52.15468314
Sergief:-175.2942529,-174.5657471,51.80531204,52.25467928
Shishaldin:-164.3582981,-163.5817019,54.53141601,54.98057556
Snowy Mountain:-155.1087692,-154.2552308,58.11154722,58.5604448
Spurr:-152.717418,-151.784582,61.07464988,61.52334259
St. Michael:-162.6210706,-161.6189294,63.22572038,63.67427249
St. Paul Island:-170.7133585,-169.8866415,56.95550562,57.40448624
Steller:-154.8279059,-153.9720941,58.20555056,58.65444147
Stepovak:-160.3999541,-159.6000459,55.70545979,56.15453191
Table Top-Wide Bay:-167.0579369,-166.2960631,53.74338627,54.19260522
Takawangha:-178.3689831,-177.6430169,51.64830597,52.09768534
Tanaga:-178.5090797,-177.7829203,51.66030643,52.10968488
Tlevak Strait-Suemez Is.:-133.6930987,-132.9069013,55.02543452,55.47455711
Trident:-155.5255678,-154.6744322,58.01154365,58.46044835
Ugashik-Peulik:-156.787854,-155.948146,57.52652627,57.97546567
